,Time,Liquid Pressure [Pa] ,Liquid Saturation ,Temperature [C] ,Total Tracer_river [M] ,qlx [m/h] ,qly [m/h] ,qlz [m/h] ,northing,easting,elevation,cell_id
10,8651.0,185553.3,1.0,14.7879,0.001954554,2.57815e-08,-3.919573e-06,-3.109556e-07,116090.0,594240.0,96.8,652457.0
11,8652.0,185496.4,1.0,14.78848,0.001954553,1.299256e-06,-3.273507e-06,-6.456621e-07,116090.0,594240.0,96.8,652457.0
0,8641.0,165811.1,1.0,16.47012,0.0006235563,0.001453061,-0.009349445,-0.0005854367,116080.0,594240.0,98.8,611568.0
1,8642.0,165833.2,1.0,16.46969,0.0006273422,0.001127837,-0.01062692,-0.0006718063,116080.0,594240.0,98.8,611568.0
2,8643.0,165864.8,1.0,16.46928,0.0006316934,0.0007381545,-0.01171118,-0.0007466006,116080.0,594240.0,98.8,611568.0
3,8644.0,165902.7,1.0,16.46889,0.0006364388,0.0004585774,-0.01278157,-0.0008198435,116080.0,594240.0,98.8,611568.0
4,8645.0,165935.0,1.0,16.46852,0.0006416411,0.0002989412,-0.01358472,-0.0008749763,116080.0,594240.0,98.8,611568.0
5,8646.0,165961.0,1.0,16.46816,0.000647178,0.0001785942,-0.01368876,-0.0008826158,116080.0,594240.0,98.8,611568.0
6,8647.0,165984.0,1.0,16.4678,0.0006526238,0.0002220798,-0.01316052,-0.000848478,116080.0,594240.0,98.8,611568.0
7,8648.0,165994.0,1.0,16.46743,0.0006578142,0.0004185641,-0.01216057,-0.000779888,116080.0,594240.0,98.8,611568.0
8,8649.0,165990.0,1.0,16.46704,0.0006625702,0.0008716403,-0.01098171,-0.0006969635,116080.0,594240.0,98.8,611568.0
9,8650.0,166121.4,1.0,16.46648,0.0006639744,-0.0003078978,-0.003429298,-0.0001401508,116080.0,594240.0,98.8,611568.0
10,8651.0,165951.6,1.0,16.46616,0.0006677281,0.003158599,-0.01232408,-0.0007622702,116080.0,594240.0,98.8,611568.0
11,8652.0,165896.3,1.0,16.46586,0.0006702847,0.004289732,-0.01162878,-0.0007007767,116080.0,594240.0,98.8,611568.0
0,8641.0,171454.5,1.0,15.85029,1.308848e-07,-9.856194e-06,-4.058734e-06,5.450382e-07,116330.0,594260.0,98.247,610594.0
1,8642.0,171548.2,1.0,15.85017,1.309509e-07,-1.266235e-05,-5.244393e-06,7.117114e-07,116330.0,594260.0,98.247,610594.0
2,8643.0,171641.5,1.0,15.85006,1.310236e-07,-1.453855e-05,-5.339576e-06,7.156747e-07,116330.0,594260.0,98.247,610594.0
3,8644.0,171729.9,1.0,15.84994,1.311005e-07,-1.588776e-05,-5.156587e-06,6.849665e-07,116330.0,594260.0,98.247,610594.0
4,8645.0,171798.5,1.0,15.84983,1.311794e-07,-1.637129e-05,-4.566432e-06,5.97553e-07,116330.0,594260.0,98.247,610594.0
5,8646.0,171840.3,1.0,15.84971,1.312585e-07,-1.619723e-05,-3.933396e-06,5.020117e-07,116330.0,594260.0,98.247,610594.0
6,8647.0,171850.1,1.0,15.84959,1.31335e-07,-1.490423e-05,-3.022436e-06,3.707704e-07,116330.0,594260.0,98.247,610594.0
7,8648.0,171823.2,1.0,15.84948,1.31406e-07,-1.296199e-05,-2.234462e-06,2.741248e-07,116330.0,594260.0,98.247,610594.0
8,8649.0,171757.7,1.0,15.84936,1.314693e-07,-1.017939e-05,-1.27117e-06,1.792397e-07,116330.0,594260.0,98.247,610594.0
9,8650.0,171735.7,1.0,15.84925,1.315184e-07,-5.977254e-06,3.682532e-07,4.034232e-08,116330.0,594260.0,98.247,610594.0
10,8651.0,171597.1,1.0,15.84913,1.31562e-07,-4.056339e-06,6.154794e-07,2.710961e-09,116330.0,594260.0,98.247,610594.0
11,8652.0,171455.6,1.0,15.84901,1.31599e-07,-1.407234e-06,8.058415e-07,-1.116519e-08,116330.0,594260.0,98.247,610594.0
0,8641.0,107146.1,1.0,11.97591,0.3194,-0.04612438,-0.03231004,-0.002941333,116190.0,594290.0,104.804,489366.0
1,8642.0,107224.2,1.0,11.97148,0.3248041,-0.06302573,-0.04415001,-0.003936651,116190.0,594290.0,104.804,489366.0
2,8643.0,107311.1,1.0,11.96566,0.3319419,-0.07908968,-0.05619043,-0.00524671,116190.0,594290.0,104.804,489366.0
3,8644.0,107396.3,1.0,11.95892,0.3402903,-0.09166506,-0.0652797,-0.006241092,116190.0,594290.0,104.804,489366.0
4,8645.0,107462.7,1.0,11.95165,0.3494998,-0.09932303,-0.071379,-0.006982156,116190.0,594290.0,104.804,489366.0
5,8646.0,107502.4,1.0,11.94424,0.3592038,-0.1014911,-0.0737036,-0.007329812,116190.0,594290.0,104.804,489366.0
6,8647.0,107512.4,1.0,11.93726,0.3686662,-0.09581773,-0.07081322,-0.007167479,116190.0,594290.0,104.804,489366.0
7,8648.0,107486.4,1.0,11.93125,0.3771821,-0.08387408,-0.06364871,-0.006426297,116190.0,594290.0,104.804,489366.0
8,8649.0,107425.3,1.0,11.92662,0.3840706,-0.06626888,-0.05242802,-0.005292679,116190.0,594290.0,104.804,489366.0
9,8650.0,107439.1,1.0,11.9242,0.3880145,-0.04036938,-0.03208124,-0.003204282,116190.0,594290.0,104.804,489366.0
10,8651.0,107276.1,1.0,11.92268,0.3908575,-0.02845857,-0.02865858,-0.00291684,116190.0,594290.0,104.804,489366.0
11,8652.0,107144.2,1.0,11.92252,0.3918648,-0.008889427,-0.01584193,-0.001789355,116190.0,594290.0,104.804,489366.0
0,8641.0,107031.6,1.0,16.55769,0.008571147,-0.0008400805,-0.005058008,3.070744e-05,116080.0,594240.0,104.8,488973.0
1,8642.0,107054.1,1.0,16.55751,0.008573226,-0.001346723,-0.006111087,-2.006525e-05,116080.0,594240.0,104.8,488973.0
2,8643.0,107086.1,1.0,16.55731,0.00857603,-0.001857631,-0.007080381,-8.087676e-05,116080.0,594240.0,104.8,488973.0
3,8644.0,107124.3,1.0,16.5571,0.008579461,-0.002285265,-0.007968406,-0.00013916,116080.0,594240.0,104.8,488973.0
4,8645.0,107157.0,1.0,16.55688,0.008583263,-0.002567639,-0.008603874,-0.000190244,116080.0,594240.0,104.8,488973.0
5,8646.0,107183.1,1.0,16.55665,0.008587645,-0.002673042,-0.008751069,-0.0002103535,116080.0,594240.0,104.8,488973.0
6,8647.0,107205.9,1.0,16.55643,0.008591898,-0.002522771,-0.008378038,-0.0002091286,116080.0,594240.0,104.8,488973.0
7,8648.0,107215.6,1.0,16.55621,0.008595806,-0.002163057,-0.007587418,-0.0001728086,116080.0,594240.0,104.8,488973.0
8,8649.0,107211.2,1.0,16.55601,0.008599142,-0.001583751,-0.006506865,-0.0001076276,116080.0,594240.0,104.8,488973.0
9,8650.0,107340.0,1.0,16.55593,0.008591414,-0.000911854,-0.002233193,0.0005571015,116080.0,594240.0,104.8,488973.0
10,8651.0,107172.0,1.0,16.55574,0.008621953,-0.0002963224,-0.005894786,-1.601394e-06,116080.0,594240.0,104.8,488973.0
11,8652.0,107116.0,1.0,16.55561,0.00864827,0.0006408444,-0.004702621,0.0001569269,116080.0,594240.0,104.8,488973.0
0,8641.0,126392.9,1.0,16.77337,8.27952e-06,-0.001293783,-0.01222085,-0.00589054,116430.0,594150.0,102.831,530353.0
1,8642.0,126412.1,1.0,16.77334,8.232861e-06,-0.001013332,-0.009527639,-0.004592386,116430.0,594150.0,102.831,530353.0
2,8643.0,126436.6,1.0,16.77331,8.233426e-06,-0.0007868434,-0.007354238,-0.003544769,116430.0,594150.0,102.831,530353.0
3,8644.0,126467.2,1.0,16.77329,8.264837e-06,-0.0005938911,-0.005503831,-0.002652861,116430.0,594150.0,102.831,530353.0
4,8645.0,126494.1,1.0,16.77328,8.324606e-06,-0.0004371922,-0.004003333,-0.001929644,116430.0,594150.0,102.831,530353.0
5,8646.0,126518.2,1.0,16.77326,8.40294e-06,-0.0003778538,-0.003436146,-0.001656281,116430.0,594150.0,102.831,530353.0
6,8647.0,126540.2,1.0,16.77325,8.478328e-06,-0.0004069929,-0.003717642,-0.001792019,116430.0,594150.0,102.831,530353.0
7,8648.0,126554.9,1.0,16.77323,8.53657e-06,-0.0005304839,-0.004905283,-0.002364534,116430.0,594150.0,102.831,530353.0
8,8649.0,126559.3,1.0,16.77321,8.559816e-06,-0.0007496607,-0.007011857,-0.003380034,116430.0,594150.0,102.831,530353.0
9,8650.0,126630.6,1.0,16.77321,8.561172e-06,0.0003408689,0.003262913,0.00157289,116430.0,594150.0,102.831,530353.0
10,8651.0,126545.4,1.0,16.77316,8.503599e-06,-0.00113263,-0.01070154,-0.005159012,116430.0,594150.0,102.831,530353.0
11,8652.0,126514.7,1.0,16.77311,8.400257e-06,-0.001596877,-0.01515512,-0.007305847,116430.0,594150.0,102.831,530353.0
0,8641.0,151851.4,1.0,14.97872,3.508086e-05,-9.537365e-06,-4.100827e-06,1.136145e-06,116330.0,594260.0,100.247,569729.0
1,8642.0,151943.3,1.0,14.97873,3.509204e-05,-1.223468e-05,-5.228034e-06,1.543453e-06,116330.0,594260.0,100.247,569729.0
2,8643.0,152036.4,1.0,14.97874,3.510452e-05,-1.40811e-05,-5.231209e-06,1.559892e-06,116330.0,594260.0,100.247,569729.0
3,8644.0,152124.8,1.0,14.97875,3.511778e-05,-1.542016e-05,-4.958869e-06,1.491445e-06,116330.0,594260.0,100.247,569729.0
4,8645.0,152194.2,1.0,14.97876,3.513142e-05,-1.592265e-05,-4.296087e-06,1.288008e-06,116330.0,594260.0,100.247,569729.0
5,8646.0,152236.7,1.0,14.97877,3.51451e-05,-1.578321e-05,-3.629934e-06,1.064114e-06,116330.0,594260.0,100.247,569729.0
6,8647.0,152247.9,1.0,14.97878,3.515827e-05,-1.454784e-05,-2.725231e-06,7.53234e-07,116330.0,594260.0,100.247,569729.0
7,8648.0,152222.0,1.0,14.97879,3.517036e-05,-1.265089e-05,-1.968144e-06,5.229455e-07,116330.0,594260.0,100.247,569729.0
8,8649.0,152157.6,1.0,14.97879,3.518096e-05,-9.898049e-06,-1.036954e-06,2.953651e-07,116330.0,594260.0,100.247,569729.0
9,8650.0,152137.4,1.0,14.9788,3.518883e-05,-5.792572e-06,6.197881e-07,-3.761681e-08,116330.0,594260.0,100.247,569729.0
10,8651.0,151999.3,1.0,14.97881,3.519655e-05,-3.835615e-06,7.68744e-07,-1.283088e-07,116330.0,594260.0,100.247,569729.0
11,8652.0,151858.2,1.0,14.97882,3.520336e-05,-1.220829e-06,8.257101e-07,-1.628421e-07,116330.0,594260.0,100.247,569729.0
0,8641.0,126707.4,1.0,14.47323,0.05677875,0.0003989762,-0.01117009,0.00133503,116150.0,594260.0,102.8,529730.0
1,8642.0,126758.5,1.0,14.47091,0.05698775,-0.001848742,-0.01269064,0.001554175,116150.0,594260.0,102.8,529730.0
2,8643.0,126818.4,1.0,14.46807,0.05726943,-0.00329611,-0.01502608,0.00173848,116150.0,594260.0,102.8,529730.0
3,8644.0,126880.7,1.0,14.46475,0.05762285,-0.004025531,-0.01758614,0.001893552,116150.0,594260.0,102.8,529730.0
4,8645.0,126929.8,1.0,14.46105,0.05805376,-0.003381013,-0.02065413,0.001993324,116150.0,594260.0,102.8,529730.0
5,8646.0,126961.6,1.0,14.45687,0.05858395,-0.002313492,-0.02274709,0.002030782,116150.0,594260.0,102.8,529730.0
6,8647.0,126976.0,1.0,14.45228,0.05919592,2.29745e-05,-0.02430943,0.001965691,116150.0,594260.0,102.8,529730.0
7,8648.0,126965.4,1.0,14.4473,0.0598846,0.002818722,-0.02473051,0.00185175,116150.0,594260.0,102.8,529730.0
8,8649.0,126930.1,1.0,14.44215,0.06060752,0.006200683,-0.02426478,0.001664536,116150.0,594260.0,102.8,529730.0
9,8650.0,127000.0,1.0,14.43891,0.06100941,0.003048177,-0.01326867,0.001440707,116150.0,594260.0,102.8,529730.0
10,8651.0,126832.9,1.0,14.43333,0.06180154,0.01620807,-0.02669692,0.00125628,116150.0,594260.0,102.8,529730.0
11,8652.0,126734.7,1.0,14.42796,0.06253607,0.02043896,-0.02565059,0.00102729,116150.0,594260.0,102.8,529730.0
0,8641.0,87290.49,0.412529,13.5722,0.2942875,-8.765084e-05,-8.194658e-05,0.001078046,116410.0,594320.0,106.863,406364.0
1,8642.0,87454.47,0.4140117,13.57199,0.2976034,-9.760984e-05,-7.896032e-05,0.001014697,116410.0,594320.0,106.863,406364.0
2,8643.0,87568.22,0.4150554,13.57181,0.300457,-9.69397e-05,-6.817896e-05,0.0008625823,116410.0,594320.0,106.863,406364.0
3,8644.0,87662.94,0.415934,13.57164,0.3030626,-9.474427e-05,-5.825269e-05,0.0007241818,116410.0,594320.0,106.863,406364.0
4,8645.0,87713.19,0.4164037,13.5715,0.3050136,-8.878144e-05,-4.727616e-05,0.0005429204,116410.0,594320.0,106.863,406364.0
5,8646.0,87728.21,0.4165446,13.57139,0.3062984,-7.088561e-05,-2.694956e-05,0.0003230507,116410.0,594320.0,106.863,406364.0
6,8647.0,87693.97,0.4162238,13.57134,0.3066686,-3.946007e-05,9.986949e-06,5.309479e-05,116410.0,594320.0,106.863,406364.0
7,8648.0,87629.32,0.4156211,13.5713,0.3066737,2.134956e-06,3.900104e-05,-0.0001492145,116410.0,594320.0,106.863,406364.0
8,8649.0,87517.75,0.4145908,13.5713,0.3067715,6.179121e-05,8.509677e-05,-0.000431325,116410.0,594320.0,106.863,406364.0
9,8650.0,87396.69,0.4134864,13.57132,0.3069651,9.763245e-05,9.748608e-05,-0.0005590728,116410.0,594320.0,106.863,406364.0
10,8651.0,87243.26,0.4121066,13.57136,0.3072461,0.0001429666,0.0001257206,-0.000761988,116410.0,594320.0,106.863,406364.0
11,8652.0,87072.94,0.4106002,13.57142,0.307602,0.0001804136,0.0001440738,-0.0009225904,116410.0,594320.0,106.863,406364.0
0,8641.0,78322.77,0.3570033,13.90234,0.4111977,-1.8218e-06,-1.437921e-06,9.914346e-07,116330.0,594260.0,107.747,365404.0
1,8642.0,78328.37,0.3570276,13.90242,0.4111796,-6.104396e-07,3.870048e-07,6.608192e-06,116330.0,594260.0,107.747,365404.0
2,8643.0,78352.8,0.3571336,13.90251,0.4111175,1.694743e-06,3.804508e-06,1.479073e-05,116330.0,594260.0,107.747,365404.0
3,8644.0,78391.9,0.3573035,13.90259,0.4110188,4.181038e-06,7.371899e-06,2.204617e-05,116330.0,594260.0,107.747,365404.0
4,8645.0,78440.96,0.3575175,13.90268,0.4108928,6.221821e-06,1.031296e-05,2.704323e-05,116330.0,594260.0,107.747,365404.0
5,8646.0,78492.77,0.357744,13.90276,0.4107547,7.29446e-06,1.189341e-05,2.862651e-05,116330.0,594260.0,107.747,365404.0
6,8647.0,78540.02,0.3579514,13.90285,0.4106223,7.425084e-06,1.213602e-05,2.716955e-05,116330.0,594260.0,107.747,365404.0
7,8648.0,78575.37,0.3581069,13.90293,0.4105136,6.463534e-06,1.078695e-05,2.281044e-05,116330.0,594260.0,107.747,365404.0
8,8649.0,78597.15,0.3582029,13.90301,0.4104341,4.738701e-06,8.324525e-06,1.803032e-05,116330.0,594260.0,107.747,365404.0
9,8650.0,78608.17,0.3582515,13.9031,0.410379,3.048808e-06,5.905931e-06,1.461398e-05,116330.0,594260.0,107.747,365404.0
10,8651.0,78611.09,0.3582644,13.90318,0.4103421,6.829003e-07,2.296013e-06,1.114485e-05,116330.0,594260.0,107.747,365404.0
11,8652.0,78605.4,0.3582393,13.90326,0.4103236,-2.288884e-06,-2.159549e-06,7.313664e-06,116330.0,594260.0,107.747,365404.0
0,8641.0,154587.7,1.0,16.91855,0.0002056627,-0.02611409,-0.01868012,0.002033172,116190.0,594160.0,99.945,569333.0
1,8642.0,154604.8,1.0,16.9161,0.0002464431,-0.03755713,-0.02698483,0.002968703,116190.0,594160.0,99.945,569333.0
2,8643.0,154632.4,1.0,16.91271,0.0003148043,-0.04915105,-0.03541315,0.00392149,116190.0,594160.0,99.945,569333.0
3,8644.0,154668.5,1.0,16.90854,0.0004144699,-0.05919796,-0.04272172,0.00474401,116190.0,594160.0,99.945,569333.0
4,8645.0,154701.3,1.0,16.90351,0.0005557138,-0.06722652,-0.0485689,0.005398516,116190.0,594160.0,99.945,569333.0
5,8646.0,154727.9,1.0,16.89763,0.0007486142,-0.07104627,-0.05135501,0.005708447,116190.0,594160.0,99.945,569333.0
6,8647.0,154752.8,1.0,16.89148,0.0009702924,-0.06999737,-0.05059133,0.00560493,116190.0,594160.0,99.945,569333.0
7,8648.0,154767.6,1.0,16.88542,0.001205043,-0.06344008,-0.04584316,0.005066366,116190.0,594160.0,99.945,569333.0
8,8649.0,154769.5,1.0,16.87999,0.00142449,-0.05259217,-0.03796142,0.004165183,116190.0,594160.0,99.945,569333.0
9,8650.0,154905.1,1.0,16.87796,0.001506982,-0.01918611,-0.01429385,0.002124428,116190.0,594160.0,99.945,569333.0
10,8651.0,154754.1,1.0,16.87398,0.001673094,-0.03867937,-0.02774683,0.002839202,116190.0,594160.0,99.945,569333.0
11,8652.0,154709.3,1.0,16.87242,0.001737324,-0.01479722,-0.01044959,0.000973641,116190.0,594160.0,99.945,569333.0
0,8641.0,92408.25,0.47568,15.03825,0.1231169,-8.572255e-06,-2.960828e-05,0.000102379,116150.0,594260.0,106.3,448000.0
1,8642.0,92458.98,0.4765535,15.03739,0.1228992,-1.991277e-05,-3.972749e-05,0.0001831903,116150.0,594260.0,106.3,448000.0
2,8643.0,92518.64,0.4775898,15.03652,0.1226277,-3.016636e-05,-5.12219e-05,0.0002075871,116150.0,594260.0,106.3,448000.0
3,8644.0,92580.66,0.4786776,15.03563,0.1223341,-3.8545e-05,-6.229495e-05,0.000208455,116150.0,594260.0,106.3,448000.0
4,8645.0,92629.68,0.4795451,15.03475,0.1220797,-4.291185e-05,-7.212115e-05,0.0001696921,116150.0,594260.0,106.3,448000.0
5,8646.0,92661.45,0.4801108,15.0339,0.1218909,-4.360921e-05,-7.753462e-05,0.000132065,116150.0,594260.0,106.3,448000.0
6,8647.0,92676.0,0.480371,15.03307,0.1217692,-3.811331e-05,-7.793415e-05,5.898743e-05,116150.0,594260.0,106.3,448000.0
7,8648.0,92668.28,0.480233,15.03227,0.1217418,-2.913626e-05,-7.84745e-05,5.021256e-06,116150.0,594260.0,106.3,448000.0
8,8649.0,92646.15,0.4798379,15.03148,0.1217463,3.4867e-07,-8.290223e-05,-4.12208e-05,116150.0,594260.0,106.3,448000.0
9,8650.0,92700.58,0.4808118,15.0306,0.1215284,-5.166682e-06,-3.352718e-05,0.0001981528,116150.0,594260.0,106.3,448000.0
10,8651.0,92606.93,0.4791416,15.02978,0.1216221,0.0001108096,-8.550868e-05,-0.0002090609,116150.0,594260.0,106.3,448000.0
11,8652.0,92515.51,0.4775353,15.02896,0.1217877,0.0001547581,-9.236193e-05,-0.0002389924,116150.0,594260.0,106.3,448000.0
0,8641.0,165957.7,1.0,11.48138,0.3578715,-0.05806255,-0.01382961,-0.002765211,116190.0,594290.0,98.804,611961.0
1,8642.0,166033.0,1.0,11.48058,0.3620669,-0.07747338,-0.01842354,-0.003654092,116190.0,594290.0,98.804,611961.0
2,8643.0,166116.8,1.0,11.47965,0.3673152,-0.09426605,-0.02255206,-0.004486616,116190.0,594290.0,98.804,611961.0
3,8644.0,166199.6,1.0,11.47866,0.3732569,-0.1077832,-0.02604285,-0.005154951,116190.0,594290.0,98.804,611961.0
4,8645.0,166264.3,1.0,11.4777,0.3796625,-0.1154084,-0.02871162,-0.00556863,116190.0,594290.0,98.804,611961.0
5,8646.0,166303.2,1.0,11.47685,0.3862582,-0.1169105,-0.0299886,-0.005689973,116190.0,594290.0,98.804,611961.0
6,8647.0,166314.0,1.0,11.47616,0.3926071,-0.1095479,-0.02945351,-0.005398421,116190.0,594290.0,98.804,611961.0
7,8648.0,166290.0,1.0,11.47567,0.3983254,-0.09551329,-0.02733632,-0.004766697,116190.0,594290.0,98.804,611961.0
8,8649.0,166232.0,1.0,11.4754,0.4031102,-0.07518248,-0.02358209,-0.003833826,116190.0,594290.0,98.804,611961.0
9,8650.0,166250.9,1.0,11.47526,0.4058751,-0.04717095,-0.0144033,-0.002415872,116190.0,594290.0,98.804,611961.0
10,8651.0,166089.2,1.0,11.47542,0.40843,-0.03097588,-0.01548413,-0.001826314,116190.0,594290.0,98.804,611961.0
11,8652.0,165960.3,1.0,11.47553,0.4095185,-0.00748419,-0.01004992,-0.000764642,116190.0,594290.0,98.804,611961.0
0,8641.0,126748.9,1.0,11.7676,0.4234043,-0.07369247,-0.03796146,-0.003839132,116190.0,594290.0,102.804,530231.0
1,8642.0,126825.8,1.0,11.76545,0.4306564,-0.09931454,-0.05063641,-0.005135068,116190.0,594290.0,102.804,530231.0
2,8643.0,126911.2,1.0,11.76286,0.4398511,-0.1221984,-0.06204853,-0.006760833,116190.0,594290.0,102.804,530231.0
3,8644.0,126995.4,1.0,11.76,0.4503875,-0.1406426,-0.07144704,-0.007983095,116190.0,594290.0,102.804,530231.0
4,8645.0,127061.0,1.0,11.75702,0.4618838,-0.1515916,-0.07775672,-0.008880919,116190.0,594290.0,102.804,530231.0
5,8646.0,127100.3,1.0,11.75407,0.4738504,-0.1543606,-0.08009847,-0.009290945,116190.0,594290.0,102.804,530231.0
6,8647.0,127110.7,1.0,11.75135,0.4854468,-0.1454155,-0.07698804,-0.009049064,116190.0,594290.0,102.804,530231.0
7,8648.0,127085.6,1.0,11.74903,0.4959612,-0.1273554,-0.06944596,-0.008132396,116190.0,594290.0,102.804,530231.0
8,8649.0,127025.9,1.0,11.74723,0.5048034,-0.1008272,-0.05757507,-0.006719859,116190.0,594290.0,102.804,530231.0
9,8650.0,127041.9,1.0,11.74623,0.5099145,-0.0621409,-0.03556592,-0.004161347,116190.0,594290.0,102.804,530231.0
10,8651.0,126879.5,1.0,11.74554,0.5141425,-0.04342628,-0.03201363,-0.003811503,116190.0,594290.0,102.804,530231.0
11,8652.0,126748.9,1.0,11.74538,0.5157082,-0.01282928,-0.01708943,-0.002419052,116190.0,594290.0,102.804,530231.0
0,8641.0,107035.8,1.0,16.53382,0.008879298,0.0007992966,-0.005547915,1.054193e-05,116090.0,594240.0,104.8,488997.0
1,8642.0,107059.4,1.0,16.53372,0.008878002,-5.633841e-05,-0.00663099,-2.043667e-05,116090.0,594240.0,104.8,488997.0
2,8643.0,107092.4,1.0,16.53357,0.008877957,-0.0009700679,-0.007618023,-5.939198e-05,116090.0,594240.0,104.8,488997.0
3,8644.0,107131.5,1.0,16.53341,0.008878789,-0.001688589,-0.008527388,-9.820357e-05,116090.0,594240.0,104.8,488997.0
4,8645.0,107164.8,1.0,16.53323,0.008880131,-0.002133463,-0.009177889,-0.0001339388,116090.0,594240.0,104.8,488997.0
5,8646.0,107191.1,1.0,16.53304,0.008881713,-0.002343449,-0.009322051,-0.0001485959,116090.0,594240.0,104.8,488997.0
6,8647.0,107213.5,1.0,16.53285,0.008883122,-0.002130731,-0.008928002,-0.000151532,116090.0,594240.0,104.8,488997.0
7,8648.0,107222.4,1.0,16.53269,0.008883857,-0.001528787,-0.008116303,-0.000130573,116090.0,594240.0,104.8,488997.0
8,8649.0,107216.9,1.0,16.53256,0.00888343,-0.000457873,-0.007021978,-8.744871e-05,116090.0,594240.0,104.8,488997.0
9,8650.0,107342.1,1.0,16.53245,0.008880138,-0.0003396067,-0.002747977,0.0003657164,116090.0,594240.0,104.8,488997.0
10,8651.0,107176.5,1.0,16.53239,0.00889739,0.003195113,-0.006609652,-1.077814e-05,116090.0,594240.0,104.8,488997.0
11,8652.0,107119.0,1.0,16.53236,0.00891234,0.005230262,-0.005451456,8.988271e-05,116090.0,594240.0,104.8,488997.0
0,8641.0,165582.0,1.0,16.89907,8.426213e-07,-3.298068e-06,-5.577359e-06,2.225986e-07,116430.0,594150.0,98.831,612083.0
1,8642.0,165599.8,1.0,16.89906,8.42749e-07,-4.794981e-06,-5.85027e-06,1.818965e-07,116430.0,594150.0,98.831,612083.0
2,8643.0,165623.4,1.0,16.89905,8.428761e-07,-5.956777e-06,-6.043201e-06,1.556306e-07,116430.0,594150.0,98.831,612083.0
3,8644.0,165653.2,1.0,16.89905,8.43003e-07,-6.880281e-06,-6.166112e-06,1.313704e-07,116430.0,594150.0,98.831,612083.0
4,8645.0,165679.4,1.0,16.89904,8.431322e-07,-7.513163e-06,-6.196227e-06,1.096559e-07,116430.0,594150.0,98.831,612083.0
5,8646.0,165703.2,1.0,16.89903,8.432644e-07,-7.711746e-06,-6.189763e-06,1.027065e-07,116430.0,594150.0,98.831,612083.0
6,8647.0,165725.3,1.0,16.89903,8.433961e-07,-7.465191e-06,-6.116845e-06,1.039352e-07,116430.0,594150.0,98.831,612083.0
7,8648.0,165740.5,1.0,16.89902,8.435254e-07,-6.701185e-06,-5.942287e-06,1.166564e-07,116430.0,594150.0,98.831,612083.0
8,8649.0,165745.8,1.0,16.89901,8.436526e-07,-5.40165e-06,-5.660964e-06,1.354671e-07,116430.0,594150.0,98.831,612083.0
9,8650.0,165815.3,1.0,16.899,8.437915e-07,-1.450593e-06,-1.128062e-07,-7.976739e-09,116430.0,594150.0,98.831,612083.0
10,8651.0,165733.0,1.0,16.899,8.439203e-07,-2.531623e-06,-4.795532e-06,1.397405e-07,116430.0,594150.0,98.831,612083.0
11,8652.0,165704.0,1.0,16.89899,8.440489e-07,-1.90831e-07,-4.482316e-06,1.789699e-07,116430.0,594150.0,98.831,612083.0
0,8641.0,153570.6,1.0,16.68747,1.889754e-05,-1.858952e-06,3.360036e-08,-1.416957e-07,116450.0,594180.0,100.061,569401.0
1,8642.0,153595.9,1.0,16.68748,1.890296e-05,-3.374893e-06,2.184388e-06,-3.56028e-07,116450.0,594180.0,100.061,569401.0
2,8643.0,153626.0,1.0,16.68749,1.891022e-05,-4.550087e-06,3.506368e-06,-4.930069e-07,116450.0,594180.0,100.061,569401.0
3,8644.0,153660.6,1.0,16.6875,1.89186e-05,-5.446651e-06,4.588261e-06,-6.053957e-07,116450.0,594180.0,100.061,569401.0
4,8645.0,153689.6,1.0,16.68751,1.892798e-05,-6.003096e-06,5.313163e-06,-6.803539e-07,116450.0,594180.0,100.061,569401.0
5,8646.0,153714.3,1.0,16.68752,1.893794e-05,-6.149916e-06,5.421271e-06,-6.88121e-07,116450.0,594180.0,100.061,569401.0
6,8647.0,153734.7,1.0,16.68754,1.89476e-05,-5.77781e-06,4.973892e-06,-6.456982e-07,116450.0,594180.0,100.061,569401.0
7,8648.0,153745.1,1.0,16.68755,1.895639e-05,-4.906741e-06,3.99914e-06,-5.412196e-07,116450.0,594180.0,100.061,569401.0
8,8649.0,153741.9,1.0,16.68756,1.896361e-05,-3.444074e-06,2.526713e-06,-3.810197e-07,116450.0,594180.0,100.061,569401.0
9,8650.0,153767.1,1.0,16.68757,1.896925e-05,-1.758837e-06,3.126163e-06,-2.347783e-07,116450.0,594180.0,100.061,569401.0
10,8651.0,153702.5,1.0,16.68758,1.897245e-05,3.102533e-07,6.568576e-07,-1.08004e-07,116450.0,594180.0,100.061,569401.0
11,8652.0,153659.1,1.0,16.68759,1.897513e-05,2.683197e-06,-1.572272e-06,1.56833e-07,116450.0,594180.0,100.061,569401.0
0,8641.0,134994.0,1.0,16.94943,0.000339592,-0.03132137,-0.01825504,0.0019218,116190.0,594160.0,101.945,528468.0
1,8642.0,135010.6,1.0,16.9481,0.000386263,-0.04770657,-0.02805322,0.002683615,116190.0,594160.0,101.945,528468.0
2,8643.0,135037.8,1.0,16.94623,0.0004578075,-0.06436604,-0.03802786,0.003450191,116190.0,594160.0,101.945,528468.0
3,8644.0,135073.4,1.0,16.94393,0.0005513196,-0.07885523,-0.04670319,0.004090404,116190.0,594160.0,101.945,528468.0
