time,true_flux(m/d)
4/3/2017 12:14,0.712207946
4/3/2017 12:19,0.716707383
4/3/2017 12:24,0.721208549
4/3/2017 12:29,0.725723856
4/3/2017 12:34,0.730227743
4/3/2017 12:39,0.734733455
4/3/2017 12:44,0.739253495
4/3/2017 12:49,0.743763349
4/3/2017 12:54,0.748274576
4/3/2017 12:59,0.752799848
4/3/2017 13:04,0.731237759
4/3/2017 13:09,0.709670633
4/3/2017 13:14,0.688107417
4/3/2017 13:19,0.666539966
4/3/2017 13:24,0.644967279
4/3/2017 13:29,0.623398445
4/3/2017 13:34,0.601811885
4/3/2017 13:39,0.58022055
4/3/2017 13:44,0.558633386
4/3/2017 13:49,0.537042843
4/3/2017 13:54,0.515447502
4/3/2017 13:59,0.493856452
4/3/2017 14:04,0.497137577
4/3/2017 14:09,0.500419927
4/3/2017 14:14,0.50371231
4/3/2017 14:19,0.50702532
4/3/2017 14:24,0.510338762
4/3/2017 14:29,0.513661756
4/3/2017 14:34,0.516970739
4/3/2017 14:39,0.520280601
4/3/2017 14:44,0.523600328
4/3/2017 14:49,0.526925209
4/3/2017 14:54,0.53025097
4/3/2017 14:59,0.533586628
4/3/2017 15:04,0.515137245
4/3/2017 15:09,0.496683145
4/3/2017 15:14,0.47822999
4/3/2017 15:19,0.45976261
4/3/2017 15:24,0.441291198
4/3/2017 15:29,0.422821253
4/3/2017 15:34,0.404369646
4/3/2017 15:39,0.385914163
4/3/2017 15:44,0.367460448
4/3/2017 15:49,0.348975298
4/3/2017 15:54,0.330487001
4/3/2017 15:59,0.312001018
4/3/2017 16:04,0.287621844
4/3/2017 16:09,0.263239037
4/3/2017 16:14,0.238853733
4/3/2017 16:19,0.214485902
4/3/2017 16:24,0.190115229
4/3/2017 16:29,0.165742926
4/3/2017 16:34,0.141369167
4/3/2017 16:39,0.116993446
4/3/2017 16:44,0.092616937
4/3/2017 16:49,0.068238465
4/3/2017 16:54,0.04385889
4/3/2017 16:59,0.019479388
4/3/2017 17:04,0.012877467
4/3/2017 17:09,0.006275402
4/3/2017 17:14,-0.000326678
4/3/2017 17:19,-0.00694173
4/3/2017 17:24,-0.013556865
4/3/2017 17:29,-0.020172063
4/3/2017 17:34,-0.026777212
4/3/2017 17:39,-0.033382393
